College Name,City
SNIST Ghatkesar - Sreenidhi Institute of Science and Technology,Ghatkesar
SVCET Chittoor - Sri Venkateswara College of Engineering and Technology,Chittoor
NIT Kolkata - Narula Institute of Technology,Agarpara
AISSMS COE Pune - AISSMS College of Engineering,Pune
Graphic Era Hill University,Dehradun
BPIT Delhi - Bhagwan Parshuram Institute of Technology,Delhi
SFIT - St Francis Institute of Technology,Mumbai
Sai Vidya Institute of Technology,Bangalore
SPSU Udaipur - Sir Padampat Singhania University,Udaipur
IIIT Una - Indian Institute of Information Technology,Una
Bennett University,Greater Noida
MIT Meerut - Meerut Institute of Technology,Meerut
Techno International Batanagar,South 24 Parganas
PK Technical Campus,Pune
Mahavir Swami College of Engineering and Technology,Surat
NC College of Engineering,Israna
Nagarjuna Institute of Engineering Technology and Management,Nagpur
NCET Bangalore - Nagarjuna College of Engineering and Technology,Bangalore
Nagaji Institute of Technology and Management,Datia
Nehru Institute of Engineering and Technology,Coimbatore
NCERC Thrissur - Nehru College of Engineering and Research Centre,Thrissur
Nawab Shah Alam Khan College of Engineering and Technology,Hyderabad
Nanasaheb Mahadik College of Engineering,Sangli
Nalla Malla Reddy Engineering College,Ghatkesar
NCE Chandi - Nalanda College of Engineering,Chandi
NIT Nagpur - Nagpur Institute of Technology,Nagpur
NB Navale Sinhgad College of Engineering,Solapur
Murshidabad College of Engineering and Technology,Murshidabad
MIT Moradabad - Moradabad Institute of Technology,Moradabad
MREM Medchal - Malla Reddy Engineering College and Management Sciences,Medchal
MET Bhujbal Knowledge City,Nashik
Malla Reddy College of Engineering,Dhulapally
Mahaveer Institute of Technology and Science,Jadan
Sree Krishna College of Engineering,Vellore
Phonics School of Engineering,Roorkee
Mansinhbhai Institute of Dairy and Food Technology,Mehsana
Singhania University,Jhunjhunu
Dr Bhagat Singh Rai Institute of Technology,Seoni
Sobhasaria Group of Institutions,Sikar
Silicon Institute of Technology,Sambalpur
BBDITM Lucknow - Babu Banarasi Das Institute of Technology and Management,Lucknow
KIPM Gorakhpur - KIPM College of Engineering and Technology,Gorakhpur
PSNA College of Engineering and Technology,Dindigul
Khalsa College of Engineering and Technology,Amritsar
Aditya Engineering College,Surampalem
Adarsh Institute of Technology and Research Center,Vita
JK Lakshmipat University,Jaipur
SVPCET Puttur - Sri Venkatesa Perumal College of Engineering and Technology,Puttur
College of Fish Nutrition and Food Technology,Thiruvallur
Sri Lakshmi Narayana College of Engineering,Puducherry
Vivekananda Institute of Professional Studies Technical Campus Delhi (VIPS Delhi) - Vivekananda Institute of Professional Studies Technical Campus,Delhi
Sri Rangapoopathi College of Engineering,Villupuram
JIMS Engineering Management Technical Campus,Greater Noida
Dev Sanskriti Vishwavidyalaya,Durg
Silver Oak University,Ahmedabad
RK University,Rajkot
Monark University,Ahmedabad
Lala Lajpat Rai University of Veterinary and Animal Sciences,Hisar
GEC Bhubaneswar - Gandhi Engineering College,Bhubaneswar
Er Perumal Manimekalai College of Engineering,Hosur
SOCET Ahmedabad - Silver Oak College of Engineering and Technology,Ahmedabad
CRCE - Fr Conceicao Rodrigues College of Engineering,Mumbai
DMIETR Wardha - Datta Meghe Institute of Engineering Technology and Research,Wardha
Government College of Engineering and Research,Pune
Pravara Rural Education Society's College of Agricultural Biotechnology,Loni
PCCE Goa - Padre Conceicao College of Engineering,Goa
ACN College of Engineering and Management Studies,Aligarh
THDC-IHET Tehri - THDC Institute of Hydro Power Engineering and Technology,Tehri
Agni College of Technology,Thalambur
MAIT Delhi - Maharaja Agrasen Institute of Technology,Delhi
Lokmangal College of Agricultural Biotechnology,Wadala
JECRC University,Jaipur
Rajiv Gandhi College of Engineering,Sriperumbudur
Institute of Chemical Technology Mumbai Marathwada Campus,Jalna
School of Engineering and Technology Mizoram University,Aizawl
MRCET Hyderabad - Malla Reddy College of Engineering and Technology,Hyderabad
CUTM Paralakhemundi - Centurion University of Technology and Management,Paralakhemundi
Pollachi Institute of Engineering and Technology,Pollachi
Accurate Institute of Management and Technology Greater Noida (AIMT Greater Noida) - Accurate Institute of Management and Technology,Greater Noida
Dr Daulatrao Aher College of Engineering,Karad
RCCIIT Kolkata - RCC Institute of Information Technology,Beliaghata
Gayatri Vidya Parishad College for Degree and PG Courses,Visakhapatnam
GITAM Bhubaneswar - Gandhi Institute of Technology and Management,Bhubaneswar
IAR Gandhinagar - Institute of Advanced Research,Gandhinagar
IK Gujral Punjab Technical University Campus,Mohali II
VSB College of Engineering Technical Campus,Coimbatore
SJBIT Bangalore - SJB Institute of Technology,Bangalore
TKIET Warananagar - Tatyasaheb Kore Institute of Engineering and Technology,Kolhapur
Shri Shankaracharya Technical Campus,Bhilai
SITM Lucknow - Saroj Institute of Technology and Management,Lucknow
Aditya College of Engineering,Surampalem
Jawahar Education Society's AC Patil College of Engineering,Navi Mumbai
Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College,Chennai
RMKCET Thiruvallur - RMK College of Engineering and Technology,Thiruvallur
RGMCET Kurnool - Rajeev Gandhi Memorial College of Engineering and Technology,Kurnool
PCET Coimbatore - Park College of Engineering and Technology,Coimbatore
HKBK College of Engineering,Bangalore
SVERI College of Engineering Pandharpur - Shri Vithal Education and Research Institute's College of Engineering,Solapur
Ambala College of Engineering and Applied Research,Ambala
BMSIT Bangalore - BMS Institute of Technology and Management,Bangalore
NBN Sinhgad Technical Institutes Campus,Ambegaon
Annamacharya Institute of Technology and Sciences,Kadapa
AKS University,Satna
Kerala Agricultural University,Thrissur
Avantika University,Ujjain
NEHU Shillong - North Eastern Hill University,Shillong
Silicon Institute of Technology,Bhubaneswar
MPSTME Mumbai - Mukesh Patel School of Technology Management and Engineering,Mumbai
Amrita Vishwa Vidyapeetham,Bengaluru Campus
Princeton Institute of Engineering and Technology,Ghatkesar
EGS Pillay Engineering College,Nagapattinam
Bihar Animal Sciences University,Patna
Noble University,Junagadh
Aurora's Engineering College,Nalgonda
AUCEW Visakhapatnam - Andhra University College of Engineering for Women,Visakhapatnam
IPS College of Technology and Management,Gwalior
Amrita School of Engineering,Coimbatore
Baba Mastnath University,Rohtak
Jagannath University,Jhajjar
SAMCET Bhopal - SAM College of Engineering and Technology,Bhopal
Avinashilingam Institute for Home Science and Higher Education for Women,Coimbatore
Annamacharya Institute of Technology and Sciences,Tirupathi
MJ College of Engineering and Technology,Hyderabad
Shri Vaishnav Institute of Technology and Science,Indore
Sau KSK College of Food Technology,Beed
MIT College of Food Technology,Aurangabad
DCE Darbhanga - Darbhanga College of Engineering,Darbhanga
Mohandas College of Engineering and Technology,Thiruvananthapuram
Agra College,Agra
Swaminarayan University,Kalol
Arni University,Kathgarh
IEC University,Baddi
Chitkara University,Himachal Pradesh
Centurion University of Technology and Management,Bhubaneswar
Kaziranga University Jorhat - The Assam Kaziranga University,Jorhat
NSS College of Engineering,Palakkad
Government Engineering College,Bharatpur
Dr Panjabrao Deshmukh Krishi Vidyapeeth,Akola
AVIT Kancheepuram - Aarupadai Veedu Institute of Technology,Kancheepuram
GEC Thrissur - Government Engineering College,Thrissur
Rizvi College of Engineering,Bandra
IIU Una - Indus International University,Una
Barak Valley Engineering College,Karimganj
Manav Bharti University,Solan
Sushant University,Gurgaon
SKUAST Kashmir - Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,Srinagar
WIT Solapur - Walchand Institute of Technology,Solapur
CCET Karur - Chettinad College of Engineering and Technology,Karur
Aditya College of Engineering and Advanced Studies,Ahmedabad
NGIT Uppal - Neil Gogte Institute of Technology,Hyderabad
JNTUHCEH Hyderabad - JNTUH College of Engineering,Hyderabad
ICFAI University,Jharkhand
SKNCOE Vadgaon - Smt Kashibai Navale College of Engineering,Vadgaon
CUK Karnataka - Central University of Karnataka,Gulbarga
Atmiya University,Rajkot
Krishna Institute of Technology,Kanpur
Brainware University,Kolkata
St Mary's College of Engineering and Technology,Patancheru
Lamrin Tech Skills University,SBS Nagar
DIATM Durgapur - Durgapur Institute of Advanced Technology and Management,Durgapur
GMRIT Rajam - GMR Institute of Technology,Rajam
ATME College of Engineering,Mysore
JSSATE Noida - JSS Academy of Technical Education,Noida
RISE Krishna Sai Prakasam Group of Institutions,Ongole
Lucknow University - University of Lucknow,Lucknow
HBTU Kanpur - Harcourt Butler Technical University,Kanpur
GNIT Kolkata - Guru Nanak Institute of Technology,Kolkata
RKGIT Ghaziabad - Raj Kumar Goel Institute of Technology,Ghaziabad
Vikram University,Ujjain
DMIHER - Datta Meghe Institute of Higher Education and Research,Wardha
BBAU Lucknow - Babasaheb Bhimrao Ambedkar University,Lucknow
IIIT Vadodara - Indian Institute of Information Technology,Vadodara
SRM University Delhi-NCR,Sonepat
NIT Andhra Pradesh - National Institute of Technology Andhra Pradesh,NULL
KUK Kurukshetra - Kurukshetra University,Kurukshetra
Rama University,Kanpur
Vishwakarma University,Pune
MMMUT Gorakhpur - Madan Mohan Malaviya University of Technology,Gorakhpur
Sinhgad Institute of Technology,Lonavala
DHSGSU Sagar - Dr Harisingh Gour Vishwavidyalaya,Sagar
MLRIT Dundigal - MLR Institute of Technology,Dundigal
Sandip University,Nashik
MITS Madanapalle - Madanapalle Institute of Technology and Science,Madanapalle
PCCOER Ravet - Pimpri Chinchwad College of Engineering and Research,Pune
MSIT Delhi - Maharaja Surajmal Institute of Technology,Delhi
MVN University,Palwal
UVPCE Mehsana - UV Patel College of Engineering,Mehsana
ABES Engineering College,Ghaziabad
Dr Sudhir Chandra Sur Institute of Technology and Sports Complex,Kolkata
ASTU Guwahati - Assam Science and Technology University,Guwahati
Jharkhand University of Technology,Ranchi
IMSEC Ghaziabad - IMS Engineering College,Ghaziabad
CSJMU Kanpur - Chhatrapati Shahu Ji Maharaj University,Kanpur
Mahatma Phule Krishi Vidyapeeth,Rahuri
Sri Padmavati Mahila Visvavidyalayam,Tirupati
IIIT Sri City - Indian Institute of Information Technology,Sri City
Integral University,Lucknow
VIT Bhopal - VIT University,Bhopal
JBIT Dehradun - JB Institute of Technology,Dehradun
IIIT Nagpur - Indian Institute of Information Technology,Nagpur
Swami Vivekanand Institute of Engineering and Technology,Patiala
TCET Karim Nagar - Trinity College of Engineering and Technology,Karim Nagar
Ellenki College of Engineering and Technology,Hyderabad
UCER Allahabad - United College of Engineering and Research,Allahabad
Siddartha Educational Academy Group of Institutions,Tirupati
Siddhi Vinayak College of Science and Higher Education,Alwar
Faculty of Engineering and Technology Sigma University,Vadodara
KK Modi University,Durg
Woxsen University,Hyderabad
SCOPE Global Skills University,Bhopal
Shubham University,Bhopal
Pallavi Engineering College,Hayathnagar
GCOEA Amravati - Government College of Engineering,Amravati
Bharati Vidyapeeth's College of Engineering for Women,Pune
Kalyani University - University of Kalyani,Kalyani
Surendra Group of Institutions,Sri Ganganagar
Shri Rawatpura Sarkar Institute of Technology,Raipur
Swami Ramananda Tirtha Institute of Science and Technology,Nalgonda
Christ College of Engineering,Thrissur
GIET Khordha - Gandhi Institute for Education and Technology,Khordha
RIMT University,Gobindgarh
NPTI Nagpur - National Power Training Institute,Nagpur
NKOCET Solapur - Nagesh Karajgi Orchid College of Engineering and Technology,Solapur
MGM's College of Engineering,Nanded
NITM GWALIOR - Nagaji Institute of Technology and Management,Gwalior
Thandra Paparaya Institute of Science and Technology,Vizianagaram
Technocrats Institute of Technology Excellence,Bhopal
Varaprasad Reddy Institute of Technology,Guntur
Metropolitan Institute of Technology and Management,Sindhudurg
Modern Engineering and Management Studies,Balasore
MM Engineering College,Mullana- Ambala
Amrutvahini College of Engineering,Ahmednagar
